drug,term,count
alectinib,PERICARDIAL EFFUSION,63
alectinib,INSOMNIA,61
alectinib,HAEMOLYTIC ANAEMIA,60
alectinib,BLOOD ALKALINE PHOSPHATASE INCREASED,59
alectinib,FLUID RETENTION,59
alectinib,MUSCLE SPASMS,57
alectinib,LUNG NEOPLASM MALIGNANT,56
alectinib,RENAL FAILURE,56
alectinib,URINARY TRACT INFECTION,56
alectinib,PRODUCT STORAGE ERROR,54
alectinib,SEIZURE,54
alectinib,ABDOMINAL DISTENSION,53
alectinib,DRUG INTERACTION,53
alectinib,HEART RATE DECREASED,53
alectinib,WEIGHT DECREASED,53
alectinib,ACUTE KIDNEY INJURY,52
alectinib,HYPOAESTHESIA,52
alectinib,RHABDOMYOLYSIS,52
alectinib,HYPOTENSION,51
alectinib,PULMONARY EMBOLISM,50
alectinib,ABDOMINAL PAIN UPPER,49
alectinib,HAEMOLYSIS,49
alectinib,NASOPHARYNGITIS,48
alectinib,HYPERBILIRUBINAEMIA,47
alectinib,THROMBOSIS,47
alectinib,CARDIAC FAILURE,46
alectinib,DYSGEUSIA,46
alectinib,LUNG DISORDER,46
alectinib,VISUAL IMPAIRMENT,46
alectinib,ABDOMINAL PAIN,45
alectinib,METASTASES TO BONE,45
alectinib,ATRIAL FIBRILLATION,44
alectinib,DRUG INTOLERANCE,44
alectinib,NON-SMALL CELL LUNG CANCER,44
alectinib,TASTE DISORDER,43
dabrafenib,PYREXIA,3927
dabrafenib,DEATH,2766
dabrafenib,MALIGNANT NEOPLASM PROGRESSION,1650
dabrafenib,FATIGUE,1323
dabrafenib,NAUSEA,1310
dabrafenib,CHILLS,1266
dabrafenib,RASH,1099
dabrafenib,VOMITING,936
dabrafenib,DIARRHOEA,914
dabrafenib,HEADACHE,709
dabrafenib,ASTHENIA,662
dabrafenib,MALAISE,593
dabrafenib,DECREASED APPETITE,556
dabrafenib,ARTHRALGIA,547
dabrafenib,PRODUCT USE IN UNAPPROVED INDICATION,529
dabrafenib,DRUG INEFFECTIVE,477
dabrafenib,PAIN,457
dabrafenib,METASTASES TO CENTRAL NERVOUS SYSTEM,455
dabrafenib,METASTATIC MALIGNANT MELANOMA,453
dabrafenib,VISUAL IMPAIRMENT,452
dabrafenib,MALIGNANT MELANOMA,422
dabrafenib,DISEASE PROGRESSION,421
dabrafenib,DYSPNOEA,399
dabrafenib,DIZZINESS,362
dabrafenib,DEHYDRATION,351
dabrafenib,PNEUMONIA,343
dabrafenib,COUGH,340
dabrafenib,GENERAL PHYSICAL HEALTH DETERIORATION,313
dabrafenib,VISION BLURRED,312
dabrafenib,HYPOTENSION,303
dabrafenib,WEIGHT DECREASED,298
dabrafenib,CONSTIPATION,296
dabrafenib,DYSPHAGIA,281
dabrafenib,OFF LABEL USE,274
dabrafenib,PRURITUS,273
dabrafenib,PAIN IN EXTREMITY,272
dabrafenib,ANAEMIA,264
dabrafenib,MYALGIA,264
dabrafenib,ABDOMINAL PAIN,257
dabrafenib,PERIPHERAL SWELLING,253
dabrafenib,UVEITIS,253
dabrafenib,BLOOD CREATINE PHOSPHOKINASE INCREASED,238
dabrafenib,EJECTION FRACTION DECREASED,230
dabrafenib,CONFUSIONAL STATE,224
dabrafenib,SEIZURE,222
dabrafenib,NEUTROPENIA,218
dabrafenib,ACUTE KIDNEY INJURY,216
dabrafenib,FALL,209
dabrafenib,INFECTION,209
dabrafenib,TREMOR,203
dabrafenib,URINARY TRACT INFECTION,201
dabrafenib,ASPARTATE AMINOTRANSFERASE INCREASED,196
dabrafenib,NEOPLASM MALIGNANT,195
dabrafenib,SEPSIS,190
dabrafenib,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,189
dabrafenib,THROMBOCYTOPENIA,188
dabrafenib,ALOPECIA,187
dabrafenib,ERYTHEMA,182
dabrafenib,C-REACTIVE PROTEIN INCREASED,181
dabrafenib,ALANINE AMINOTRANSFERASE INCREASED,179
dabrafenib,OEDEMA PERIPHERAL,179
dabrafenib,DRY SKIN,177
dabrafenib,DRUG INTOLERANCE,175
dabrafenib,BACK PAIN,167
dabrafenib,RENAL FAILURE,166
dabrafenib,ABDOMINAL PAIN UPPER,162
dabrafenib,INCORRECT DOSE ADMINISTERED,155
dabrafenib,PULMONARY EMBOLISM,155
dabrafenib,ABDOMINAL DISCOMFORT,153
dabrafenib,HYPERHIDROSIS,152
dabrafenib,HEPATIC ENZYME INCREASED,149
dabrafenib,GAIT DISTURBANCE,148
dabrafenib,METASTASES TO LUNG,147
dabrafenib,RHABDOMYOLYSIS,143
dabrafenib,SYNCOPE,141
dabrafenib,ILLNESS,140
dabrafenib,HYPERTENSION,137
dabrafenib,METASTASES TO LIVER,136
dabrafenib,FEELING ABNORMAL,130
dabrafenib,INFLUENZA LIKE ILLNESS,128
dabrafenib,PNEUMONITIS,127
dabrafenib,PRODUCT USE ISSUE,127
dabrafenib,ATRIAL FIBRILLATION,124
dabrafenib,SOMNOLENCE,123
dabrafenib,HYPONATRAEMIA,122
dabrafenib,BLOOD LACTATE DEHYDROGENASE INCREASED,120
dabrafenib,PANNICULITIS,120
dabrafenib,SECOND PRIMARY MALIGNANCY,119
dabrafenib,NASOPHARYNGITIS,117
dabrafenib,HOSPITALISATION,116
dabrafenib,ELECTROCARDIOGRAM QT PROLONGED,115
dabrafenib,BASAL CELL CARCINOMA,114
dabrafenib,CARDIAC FAILURE,113
dabrafenib,JOINT SWELLING,113
dabrafenib,LYMPHADENOPATHY,113
dabrafenib,CONDITION AGGRAVATED,112
dabrafenib,HYPERSENSITIVITY,111
dabrafenib,HEPATITIS,110
dabrafenib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,109
dabrafenib,BLOOD ALKALINE PHOSPHATASE INCREASED,107
niraparib,NAUSEA,5754
niraparib,FATIGUE,5196
niraparib,CONSTIPATION,4093
niraparib,PLATELET COUNT DECREASED,4038
niraparib,INSOMNIA,2847
niraparib,BLOOD PRESSURE INCREASED,2458
niraparib,HEADACHE,2361
niraparib,OFF LABEL USE,2189
niraparib,VOMITING,2011
niraparib,CARBOHYDRATE ANTIGEN 125 INCREASED,1865
niraparib,DECREASED APPETITE,1862
niraparib,ASTHENIA,1850
niraparib,PRODUCT DOSE OMISSION ISSUE,1836
niraparib,HAEMOGLOBIN DECREASED,1745
niraparib,DIZZINESS,1597
niraparib,DYSPNOEA,1423
niraparib,ANAEMIA,1414
niraparib,WHITE BLOOD CELL COUNT DECREASED,1395
niraparib,RED BLOOD CELL COUNT DECREASED,1341
niraparib,MALIGNANT NEOPLASM PROGRESSION,1314
niraparib,HYPERTENSION,1301
niraparib,HEART RATE INCREASED,1236
niraparib,ARTHRALGIA,1214
niraparib,DIARRHOEA,1143
niraparib,DRUG INEFFECTIVE,1081
niraparib,MALAISE,1079
niraparib,NEUROPATHY PERIPHERAL,1077
niraparib,PAIN,1056
niraparib,THROMBOCYTOPENIA,1018
niraparib,WEIGHT DECREASED,927
niraparib,DEATH,890
niraparib,ANXIETY,880
niraparib,DISEASE PROGRESSION,866
niraparib,DRY MOUTH,866
niraparib,ABDOMINAL DISCOMFORT,858
niraparib,ABDOMINAL PAIN UPPER,851
niraparib,BACK PAIN,839
niraparib,FEELING ABNORMAL,817
niraparib,ADVERSE DRUG REACTION,811
niraparib,COUGH,769
niraparib,RECURRENT CANCER,767
niraparib,PAIN IN EXTREMITY,693
niraparib,ABDOMINAL PAIN,683
niraparib,CONDITION AGGRAVATED,681
niraparib,INTENTIONAL UNDERDOSE,677
niraparib,PRURITUS,671
niraparib,PALPITATIONS,650
niraparib,RENAL IMPAIRMENT,648
niraparib,HOSPITALISATION,636
niraparib,DYSPEPSIA,610
niraparib,SLEEP DISORDER,604
niraparib,RASH,596
niraparib,DECREASED ACTIVITY,586
niraparib,DEHYDRATION,579
niraparib,URINARY TRACT INFECTION,573
niraparib,MYALGIA,568
niraparib,OVARIAN CANCER,552
niraparib,LABORATORY TEST ABNORMAL,534
niraparib,BLOOD CREATININE INCREASED,529
niraparib,CONTUSION,529
niraparib,STOMATITIS,519
niraparib,PRODUCT USE IN UNAPPROVED INDICATION,509
niraparib,ABDOMINAL DISTENSION,488
niraparib,MUSCLE SPASMS,476
niraparib,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,473
niraparib,ILLNESS,465
niraparib,NASOPHARYNGITIS,463
niraparib,OVARIAN CANCER RECURRENT,460
niraparib,EMOTIONAL DISTRESS,445
niraparib,BLOOD COUNT ABNORMAL,439
niraparib,PRODUCT DOSE OMISSION IN ERROR,427
niraparib,FALL,412
niraparib,HAEMATOCRIT DECREASED,403
niraparib,PERIPHERAL SWELLING,395
niraparib,HOT FLUSH,380
niraparib,NEUTROPHIL COUNT DECREASED,379
niraparib,BLOOD GLUCOSE INCREASED,376
niraparib,HYPOAESTHESIA,376
niraparib,BALANCE DISORDER,366
niraparib,PHOTOSENSITIVITY REACTION,359
niraparib,UNDERDOSE,358
niraparib,TUMOUR MARKER INCREASED,356
niraparib,FULL BLOOD COUNT DECREASED,352
niraparib,GAIT DISTURBANCE,351
niraparib,INTESTINAL OBSTRUCTION,351
niraparib,MEMORY IMPAIRMENT,351
niraparib,PYREXIA,347
niraparib,ALOPECIA,346
niraparib,DRUG INTOLERANCE,346
niraparib,FULL BLOOD COUNT ABNORMAL,336
niraparib,FLATULENCE,332
niraparib,OROPHARYNGEAL PAIN,332
niraparib,PRODUCT DOSE OMISSION,332
niraparib,TREMOR,331
niraparib,TASTE DISORDER,296
niraparib,DYSGEUSIA,289
niraparib,WEIGHT INCREASED,286
niraparib,BLOOD PRESSURE FLUCTUATION,285
niraparib,COVID-19,285
niraparib,GASTROOESOPHAGEAL REFLUX DISEASE,281
trastuzumab,DIARRHOEA,7212
trastuzumab,NAUSEA,5602
trastuzumab,OFF LABEL USE,5487
trastuzumab,ALOPECIA,5254
trastuzumab,FATIGUE,5148
trastuzumab,DEATH,4837
trastuzumab,DISEASE PROGRESSION,4318
trastuzumab,VOMITING,3486
trastuzumab,DYSPNOEA,3215
trastuzumab,PYREXIA,2932
trastuzumab,ASTHENIA,2594
trastuzumab,MYELOSUPPRESSION,2435
trastuzumab,PAIN,2406
trastuzumab,NEUTROPENIA,2399
trastuzumab,NEUROPATHY PERIPHERAL,2279
trastuzumab,NO ADVERSE EVENT,2191
trastuzumab,ANAEMIA,2146
trastuzumab,EJECTION FRACTION DECREASED,2121
trastuzumab,RASH,2076
trastuzumab,HEADACHE,1998
trastuzumab,DECREASED APPETITE,1904
trastuzumab,MALAISE,1680
trastuzumab,FEBRILE NEUTROPENIA,1678
trastuzumab,METASTASES TO CENTRAL NERVOUS SYSTEM,1631
trastuzumab,INTERSTITIAL LUNG DISEASE,1610
trastuzumab,COUGH,1580
trastuzumab,THROMBOCYTOPENIA,1564
trastuzumab,PNEUMONIA,1542
trastuzumab,DRUG INEFFECTIVE,1525
trastuzumab,HAIR COLOUR CHANGES,1511
trastuzumab,HAIR TEXTURE ABNORMAL,1509
trastuzumab,MALIGNANT NEOPLASM PROGRESSION,1502
trastuzumab,CHILLS,1495
trastuzumab,MADAROSIS,1433
trastuzumab,ARTHRALGIA,1417
trastuzumab,CONSTIPATION,1373
trastuzumab,HAIR DISORDER,1369
trastuzumab,WEIGHT DECREASED,1351
trastuzumab,DIZZINESS,1301
trastuzumab,PLATELET COUNT DECREASED,1266
trastuzumab,PSYCHOLOGICAL TRAUMA,1262
trastuzumab,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,1237
trastuzumab,ANXIETY,1225
trastuzumab,ABDOMINAL PAIN,1178
trastuzumab,WHITE BLOOD CELL COUNT DECREASED,1146
trastuzumab,CARDIOTOXICITY,1143
trastuzumab,PRURITUS,1122
trastuzumab,BACK PAIN,1089
trastuzumab,PAIN IN EXTREMITY,1087
trastuzumab,CARDIAC FAILURE,1084
trastuzumab,DEHYDRATION,1059
trastuzumab,STOMATITIS,1047
trastuzumab,MYALGIA,1026
trastuzumab,PLEURAL EFFUSION,1004
trastuzumab,INFUSION RELATED REACTION,993
trastuzumab,MUCOSAL INFLAMMATION,971
trastuzumab,ERYTHEMA,964
trastuzumab,EPISTAXIS,947
trastuzumab,HYPERTENSION,917
trastuzumab,URINARY TRACT INFECTION,900
trastuzumab,PNEUMONITIS,898
trastuzumab,PARAESTHESIA,893
trastuzumab,GENERAL PHYSICAL HEALTH DETERIORATION,880
trastuzumab,HYPOKALAEMIA,880
trastuzumab,HYPOTENSION,840
trastuzumab,METASTASES TO LIVER,837
trastuzumab,BREAST CANCER METASTATIC,812
trastuzumab,HYPOAESTHESIA,812
trastuzumab,NEUTROPHIL COUNT DECREASED,808
trastuzumab,LEUKOPENIA,802
trastuzumab,HYPERSENSITIVITY,801
trastuzumab,SEPSIS,797
trastuzumab,METASTASES TO BONE,790
trastuzumab,ALANINE AMINOTRANSFERASE INCREASED,774
trastuzumab,CHEST PAIN,759
trastuzumab,INTENTIONAL PRODUCT USE ISSUE,731
trastuzumab,EMOTIONAL DISTRESS,729
trastuzumab,BREAST CANCER,719
trastuzumab,OEDEMA PERIPHERAL,718
trastuzumab,ASPARTATE AMINOTRANSFERASE INCREASED,714
trastuzumab,INSOMNIA,707
trastuzumab,NEOPLASM PROGRESSION,706
trastuzumab,INFECTION,680
trastuzumab,BONE PAIN,666
trastuzumab,PULMONARY EMBOLISM,666
trastuzumab,CHEST DISCOMFORT,642
trastuzumab,ABDOMINAL PAIN UPPER,629
trastuzumab,METASTASES TO LUNG,629
trastuzumab,TACHYCARDIA,628
trastuzumab,NASOPHARYNGITIS,626
trastuzumab,TREMOR,626
trastuzumab,ACUTE KIDNEY INJURY,603
trastuzumab,HAEMOGLOBIN DECREASED,589
trastuzumab,DEPRESSION,587
trastuzumab,CELLULITIS,581
trastuzumab,TOXICITY TO VARIOUS AGENTS,570
trastuzumab,BONE MARROW FAILURE,567
trastuzumab,CARDIAC DISORDER,564
trastuzumab,HEPATIC FUNCTION ABNORMAL,561
trastuzumab,MUSCLE SPASMS,553
cabozantinib,DIARRHOEA,8016
cabozantinib,FATIGUE,6513
cabozantinib,NAUSEA,4270
cabozantinib,OFF LABEL USE,4193
cabozantinib,DECREASED APPETITE,3965
cabozantinib,DEATH,2656
cabozantinib,BLOOD PRESSURE INCREASED,2627
cabozantinib,MALIGNANT NEOPLASM PROGRESSION,2623
cabozantinib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,2565
cabozantinib,WEIGHT DECREASED,2555
cabozantinib,STOMATITIS,2488
cabozantinib,CONSTIPATION,1995
cabozantinib,VOMITING,1896
cabozantinib,ASTHENIA,1806
cabozantinib,BLISTER,1798
cabozantinib,TASTE DISORDER,1595
cabozantinib,HYPERTENSION,1588
cabozantinib,MALAISE,1550
cabozantinib,PAIN IN EXTREMITY,1522
cabozantinib,RASH,1518
cabozantinib,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1398
cabozantinib,DYSPHONIA,1210
cabozantinib,DRY SKIN,1109
cabozantinib,ORAL PAIN,1078
cabozantinib,ADVERSE DRUG REACTION,1074
cabozantinib,SKIN ULCER,1001
cabozantinib,PRURITUS,996
cabozantinib,PAIN,974
cabozantinib,HEADACHE,920
cabozantinib,DIZZINESS,889
cabozantinib,DRY MOUTH,866
cabozantinib,DEHYDRATION,844
cabozantinib,DYSPNOEA,822
cabozantinib,HEPATIC FUNCTION ABNORMAL,806
cabozantinib,DYSGEUSIA,803
cabozantinib,ABDOMINAL DISCOMFORT,801
cabozantinib,ARTHRALGIA,767
cabozantinib,ABDOMINAL PAIN UPPER,746
cabozantinib,PRODUCT DOSE OMISSION ISSUE,734
cabozantinib,HYPOTHYROIDISM,687
cabozantinib,SKIN EXFOLIATION,677
cabozantinib,ALOPECIA,672
cabozantinib,DRUG INEFFECTIVE,666
cabozantinib,PERIPHERAL SWELLING,630
cabozantinib,ERYTHEMA,615
cabozantinib,ABDOMINAL PAIN,595
cabozantinib,BACK PAIN,585
cabozantinib,DRUG INTOLERANCE,584
cabozantinib,MUSCLE SPASMS,582
cabozantinib,AGEUSIA,581
cabozantinib,OROPHARYNGEAL PAIN,577
cabozantinib,PYREXIA,572
cabozantinib,HAIR COLOUR CHANGES,540
cabozantinib,DISEASE PROGRESSION,525
cabozantinib,GLOSSODYNIA,520
cabozantinib,COUGH,498
cabozantinib,PNEUMONIA,493
cabozantinib,HEPATIC ENZYME INCREASED,485
cabozantinib,DYSPEPSIA,436
cabozantinib,PULMONARY EMBOLISM,433
cabozantinib,URINARY TRACT INFECTION,421
cabozantinib,PLATELET COUNT DECREASED,419
cabozantinib,FLATULENCE,412
cabozantinib,ANAEMIA,398
cabozantinib,DYSPHAGIA,396
cabozantinib,PROTEINURIA,396
cabozantinib,HYPERKERATOSIS,377
cabozantinib,FALL,375
cabozantinib,RENAL CELL CARCINOMA,370
cabozantinib,INSOMNIA,366
cabozantinib,NEUROPATHY PERIPHERAL,359
cabozantinib,CONFUSIONAL STATE,354
cabozantinib,PLEURAL EFFUSION,353
cabozantinib,LIVER DISORDER,349
cabozantinib,IMPAIRED HEALING,345
cabozantinib,GASTROOESOPHAGEAL REFLUX DISEASE,343
cabozantinib,EPISTAXIS,340
cabozantinib,GENERAL PHYSICAL HEALTH DETERIORATION,339
cabozantinib,SOMNOLENCE,338
cabozantinib,ALANINE AMINOTRANSFERASE INCREASED,321
cabozantinib,ILLNESS,314
cabozantinib,MUCOSAL INFLAMMATION,313
cabozantinib,MYALGIA,310
cabozantinib,ASPARTATE AMINOTRANSFERASE INCREASED,309
cabozantinib,GAIT DISTURBANCE,304
cabozantinib,CHEST PAIN,298
cabozantinib,THROMBOSIS,291
cabozantinib,TOOTH DISORDER,286
cabozantinib,FEELING ABNORMAL,278
cabozantinib,HYPOAESTHESIA,278
cabozantinib,ORAL DISCOMFORT,277
cabozantinib,PARAESTHESIA,274
cabozantinib,SEPSIS,274
cabozantinib,ACNE,272
cabozantinib,LIVER FUNCTION TEST INCREASED,272
cabozantinib,MEMORY IMPAIRMENT,269
cabozantinib,COVID-19,260
cabozantinib,OEDEMA PERIPHERAL,254
cabozantinib,CONTUSION,252
cabozantinib,ADVERSE EVENT,251
ramucirumab,MALIGNANT NEOPLASM PROGRESSION,764
ramucirumab,DEATH,517
ramucirumab,INTERSTITIAL LUNG DISEASE,285
ramucirumab,FEBRILE NEUTROPENIA,258
ramucirumab,NEUTROPENIA,256
ramucirumab,DECREASED APPETITE,208
ramucirumab,DIARRHOEA,206
ramucirumab,DISEASE PROGRESSION,189
ramucirumab,OFF LABEL USE,187
ramucirumab,HYPERTENSION,177
ramucirumab,FATIGUE,174
ramucirumab,NAUSEA,173
ramucirumab,NEUTROPHIL COUNT DECREASED,166
ramucirumab,PYREXIA,165
ramucirumab,ASCITES,161
ramucirumab,NEUROPATHY PERIPHERAL,161
ramucirumab,DRUG INEFFECTIVE,154
ramucirumab,ANAEMIA,153
ramucirumab,PNEUMONIA,151
ramucirumab,PROTEINURIA,132
ramucirumab,VOMITING,121
ramucirumab,DYSPNOEA,118
ramucirumab,ABDOMINAL PAIN,116
ramucirumab,PLATELET COUNT DECREASED,109
ramucirumab,MALAISE,107
ramucirumab,EPISTAXIS,92
ramucirumab,THROMBOCYTOPENIA,91
ramucirumab,PERITONITIS,90
ramucirumab,WHITE BLOOD CELL COUNT DECREASED,90
ramucirumab,STOMATITIS,87
ramucirumab,PLEURAL EFFUSION,86
ramucirumab,ASTHENIA,85
ramucirumab,PNEUMONITIS,84
ramucirumab,NEPHROTIC SYNDROME,83
ramucirumab,GENERAL PHYSICAL HEALTH DETERIORATION,82
ramucirumab,SEPSIS,82
ramucirumab,PULMONARY EMBOLISM,81
ramucirumab,TUMOUR HAEMORRHAGE,76
ramucirumab,GASTROINTESTINAL PERFORATION,75
ramucirumab,HAEMOPTYSIS,72
ramucirumab,WEIGHT DECREASED,72
ramucirumab,RASH,71
ramucirumab,DISSEMINATED INTRAVASCULAR COAGULATION,69
ramucirumab,GASTROINTESTINAL HAEMORRHAGE,69
ramucirumab,HAEMOGLOBIN DECREASED,65
ramucirumab,PRODUCT USE IN UNAPPROVED INDICATION,62
ramucirumab,OEDEMA PERIPHERAL,60
ramucirumab,INFUSION RELATED REACTION,59
ramucirumab,CARDIAC FAILURE,58
ramucirumab,SEPTIC SHOCK,58
ramucirumab,ACUTE KIDNEY INJURY,56
ramucirumab,MUCOSAL INFLAMMATION,54
ramucirumab,OEDEMA,54
ramucirumab,ALOPECIA,51
ramucirumab,CONSTIPATION,51
ramucirumab,DEHYDRATION,51
ramucirumab,GASTRIC PERFORATION,51
ramucirumab,PRURITUS,51
ramucirumab,ALANINE AMINOTRANSFERASE INCREASED,50
ramucirumab,INFECTION,50
ramucirumab,COUGH,49
ramucirumab,HAEMORRHAGE,49
ramucirumab,RESPIRATORY FAILURE,49
ramucirumab,THERAPY PARTIAL RESPONDER,49
ramucirumab,ABDOMINAL PAIN UPPER,48
ramucirumab,ERYTHEMA,48
ramucirumab,METASTASES TO LIVER,48
ramucirumab,PAIN,48
ramucirumab,DEEP VEIN THROMBOSIS,47
ramucirumab,HYPERSENSITIVITY,46
ramucirumab,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,45
ramucirumab,MYELOSUPPRESSION,44
ramucirumab,DYSPHAGIA,43
ramucirumab,CHEST PAIN,41
ramucirumab,HEADACHE,41
ramucirumab,LEUKOPENIA,41
ramucirumab,C-REACTIVE PROTEIN INCREASED,40
ramucirumab,CEREBRAL HAEMORRHAGE,40
ramucirumab,FALL,40
ramucirumab,HEPATIC FUNCTION ABNORMAL,40
ramucirumab,HAEMATEMESIS,38
ramucirumab,POLYNEUROPATHY,38
ramucirumab,BACK PAIN,37
ramucirumab,CONDITION AGGRAVATED,37
ramucirumab,NEOPLASM PROGRESSION,37
ramucirumab,PNEUMOTHORAX,37
ramucirumab,HYPOAESTHESIA,36
ramucirumab,ANAPHYLACTIC REACTION,35
ramucirumab,BLOOD PRESSURE INCREASED,35
ramucirumab,RENAL IMPAIRMENT,35
ramucirumab,BONE MARROW FAILURE,34
ramucirumab,HEPATIC FAILURE,34
ramucirumab,HYPONATRAEMIA,34
ramucirumab,HYPOTENSION,34
ramucirumab,ASPARTATE AMINOTRANSFERASE INCREASED,33
ramucirumab,HYPOTHYROIDISM,33
ramucirumab,PNEUMONIA ASPIRATION,33
ramucirumab,THROMBOSIS,33
ramucirumab,THROMBOTIC MICROANGIOPATHY,31
ramucirumab,INTESTINAL PERFORATION,30
atezolizumab,DEATH,3343
atezolizumab,OFF LABEL USE,2442
atezolizumab,DISEASE PROGRESSION,1636
atezolizumab,PYREXIA,1538
atezolizumab,DIARRHOEA,1422
atezolizumab,FATIGUE,1231
atezolizumab,ANAEMIA,1164
atezolizumab,PNEUMONIA,985
atezolizumab,NAUSEA,924
atezolizumab,DYSPNOEA,911
atezolizumab,DECREASED APPETITE,875
atezolizumab,FEBRILE NEUTROPENIA,848
atezolizumab,HYPOTHYROIDISM,820
atezolizumab,PNEUMONITIS,785
atezolizumab,RASH,742
atezolizumab,ASTHENIA,741
atezolizumab,HYPERTENSION,735
atezolizumab,VOMITING,689
atezolizumab,NEUTROPENIA,681
atezolizumab,ACUTE KIDNEY INJURY,675
atezolizumab,INTERSTITIAL LUNG DISEASE,672
atezolizumab,THROMBOCYTOPENIA,657
atezolizumab,PLATELET COUNT DECREASED,629
atezolizumab,COLITIS,621
atezolizumab,INTENTIONAL PRODUCT USE ISSUE,610
atezolizumab,DRUG INEFFECTIVE,602
atezolizumab,NEUTROPHIL COUNT DECREASED,576
atezolizumab,CONSTIPATION,558
atezolizumab,PROTEINURIA,532
atezolizumab,SEPSIS,514
atezolizumab,ALANINE AMINOTRANSFERASE INCREASED,479
atezolizumab,HEPATIC FUNCTION ABNORMAL,447
atezolizumab,ABDOMINAL PAIN,445
atezolizumab,ASCITES,443
atezolizumab,ASPARTATE AMINOTRANSFERASE INCREASED,441
atezolizumab,WHITE BLOOD CELL COUNT DECREASED,432
atezolizumab,ADRENAL INSUFFICIENCY,431
atezolizumab,GENERAL PHYSICAL HEALTH DETERIORATION,415
atezolizumab,HEPATOCELLULAR CARCINOMA,409
atezolizumab,PRURITUS,408
atezolizumab,HYPONATRAEMIA,390
atezolizumab,NEUROPATHY PERIPHERAL,383
atezolizumab,HYPERTHYROIDISM,373
atezolizumab,COUGH,357
atezolizumab,MALAISE,353
atezolizumab,HEPATITIS,349
atezolizumab,ARTHRALGIA,348
atezolizumab,HEPATIC FAILURE,343
atezolizumab,MYOCARDITIS,333
atezolizumab,URINARY TRACT INFECTION,330
atezolizumab,NO ADVERSE EVENT,324
atezolizumab,HYPOKALAEMIA,323
atezolizumab,HEADACHE,319
atezolizumab,PLEURAL EFFUSION,315
atezolizumab,COVID-19,312
atezolizumab,ALOPECIA,307
atezolizumab,PAIN,306
atezolizumab,WEIGHT DECREASED,306
atezolizumab,LIVER DISORDER,302
atezolizumab,INFUSION RELATED REACTION,298
atezolizumab,DEHYDRATION,289
atezolizumab,PULMONARY EMBOLISM,286
atezolizumab,BLOOD BILIRUBIN INCREASED,278
atezolizumab,STOMATITIS,278
atezolizumab,MALIGNANT NEOPLASM PROGRESSION,277
atezolizumab,RESPIRATORY FAILURE,275
atezolizumab,HYPOTENSION,274
atezolizumab,BLOOD CREATININE INCREASED,272
atezolizumab,RENAL IMPAIRMENT,262
atezolizumab,BACK PAIN,261
atezolizumab,CARDIAC FAILURE,261
atezolizumab,MYELOSUPPRESSION,259
atezolizumab,PANCYTOPENIA,256
atezolizumab,OEDEMA PERIPHERAL,240
atezolizumab,DIZZINESS,236
atezolizumab,MUSCULAR WEAKNESS,232
atezolizumab,MYOSITIS,232
atezolizumab,INFECTION,230
atezolizumab,THERAPY PARTIAL RESPONDER,221
atezolizumab,ENCEPHALITIS,219
atezolizumab,METASTASES TO CENTRAL NERVOUS SYSTEM,218
atezolizumab,RENAL FAILURE,214
atezolizumab,CHEST PAIN,213
atezolizumab,EPISTAXIS,206
atezolizumab,LYMPHOCYTE COUNT DECREASED,203
atezolizumab,MUCOSAL INFLAMMATION,203
atezolizumab,MYALGIA,197
atezolizumab,NEOPLASM PROGRESSION,196
atezolizumab,ATRIAL FIBRILLATION,195
atezolizumab,NEOPLASM MALIGNANT,187
atezolizumab,SEPTIC SHOCK,187
atezolizumab,CONFUSIONAL STATE,186
atezolizumab,HAEMORRHAGE,183
atezolizumab,LEUKOPENIA,183
atezolizumab,FALL,180
atezolizumab,PANCREATITIS,180
atezolizumab,DRUG-INDUCED LIVER INJURY,179
atezolizumab,GASTROINTESTINAL HAEMORRHAGE,177
atezolizumab,DYSPHAGIA,176
atezolizumab,HYPERGLYCAEMIA,173
bevacizumab,DEATH,12568
bevacizumab,OFF LABEL USE,12211
bevacizumab,DIARRHOEA,7066
bevacizumab,DISEASE PROGRESSION,7009
bevacizumab,NAUSEA,6450
bevacizumab,FATIGUE,6054
bevacizumab,HYPERTENSION,5572
bevacizumab,VOMITING,4912
bevacizumab,ANAEMIA,4100
bevacizumab,PYREXIA,3929
bevacizumab,NEUTROPENIA,3767
bevacizumab,ASTHENIA,3473
bevacizumab,DYSPNOEA,3406
bevacizumab,DECREASED APPETITE,3210
bevacizumab,THROMBOCYTOPENIA,3009
bevacizumab,DRUG INEFFECTIVE,2930
bevacizumab,ABDOMINAL PAIN,2885
bevacizumab,PROTEINURIA,2825
bevacizumab,NEUROPATHY PERIPHERAL,2592
bevacizumab,MALIGNANT NEOPLASM PROGRESSION,2492
bevacizumab,HEADACHE,2379
bevacizumab,CONSTIPATION,2259
bevacizumab,PAIN,2226
bevacizumab,PLATELET COUNT DECREASED,2222
