tumor,drug,results
Duodenal Carcinoma In Situ,dabrafenib,0
Duodenal Carcinoma In Situ,niraparib,0
Duodenal Carcinoma In Situ,trastuzumab,1
Duodenal Carcinoma In Situ,cabozantinib,0
Duodenal Carcinoma In Situ,deruxtecan trastuzumab,0
Duodenal Carcinoma In Situ,ramucirumab,0
Duodenal Carcinoma In Situ,atezolizumab,0
Duodenal Carcinoma In Situ,bevacizumab,0
Duodenal Carcinoma In Situ,olaparib,0
Duodenal Carcinoma In Situ,trametinib,0
Duodenal Carcinoma In Situ,ribociclib,0
Duodenal Carcinoma In Situ,durvalumab,0
Duodenal Carcinoma In Situ,lenvatinib,0
Duodenal Carcinoma In Situ,palbociclib,0
Duodenal Carcinoma In Situ,trifluridine tipiracil,0
Duodenal Carcinoma In Situ,ipilimumab,0
Duodenal Carcinoma In Situ,pazopanib,0
Duodenal Carcinoma In Situ,crizotinib,0
Duodenal Carcinoma In Situ,trabectedin,0
Duodenal Carcinoma In Situ,avelumab,0
Duodenal Carcinoma In Situ,lorlatinib,0
Duodenal Carcinoma In Situ,enzalutamide,0
Duodenal Carcinoma In Situ,afatinib,0
Duodenal Carcinoma In Situ,capecitabine,0
Duodenal Carcinoma In Situ,cetuximab,0
Duodenal Carcinoma In Situ,paclitaxel albumin,0
Duodenal Carcinoma In Situ,aflibercept,0
Duodenal Carcinoma In Situ,sacituzumab govitecan,0
Duodenal Carcinoma In Situ,eribulin,0
Duodenal Carcinoma In Situ,paclitaxel,0
Duodenal Carcinoma In Situ,sodium chloride,0
Duodenal Carcinoma In Situ,encorafenib,0
Duodenal Carcinoma In Situ,everolimus,0
Duodenal Carcinoma In Situ,vinorelbine,0
Duodenal Carcinoma In Situ,pemetrexed,0
Duodenal Carcinoma In Situ,binimetinib,0
Duodenal Carcinoma In Situ,carboplatin,0
Duodenal Carcinoma In Situ,abiraterone,0
Duodenal Carcinoma In Situ,denosumab,0
Duodenal Carcinoma In Situ,everolimus,0
Duodenal Carcinoma In Situ,filgrastim,0
Duodenal Carcinoma In Situ,fluorouracil,1
Duodenal Carcinoma In Situ,doxorubicin,0
Duodenal Carcinoma In Situ,gemcitabine,3
Duodenal Carcinoma In Situ,regorafenib,0
Duodenal Carcinoma In Situ,selpercatinib,0
Duodenal Carcinoma In Situ,remdesivir,0
Duodenal Carcinoma In Situ,enoxaparin,0
Duodenal Carcinoma In Situ,irinotecan,0
Duodenal Carcinoma In Situ,nintedanib,0
Duodenal Carcinoma In Situ,plerixafor,0
Duodenal Carcinoma In Situ,alpelisib,0
Duodenal Carcinoma In Situ,rucaparib,0
Duodenal Carcinoma In Situ,temozolomide,0
Duodenal Carcinoma In Situ,oxaliplatin,0
Duodenal Carcinoma In Situ,sotorasib,0
Pancreatic Carcinoma In Situ,pembrolizumab,1
Pancreatic Carcinoma In Situ,osimertinib,0
Pancreatic Carcinoma In Situ,nivolumab,0
Pancreatic Carcinoma In Situ,abemaciclib,0
Pancreatic Carcinoma In Situ,emtansine trastuzumab,2
Pancreatic Carcinoma In Situ,pertuzumab,1
Pancreatic Carcinoma In Situ,panitumumab,1
Pancreatic Carcinoma In Situ,alectinib,0
Pancreatic Carcinoma In Situ,dabrafenib,0
Pancreatic Carcinoma In Situ,niraparib,0
Pancreatic Carcinoma In Situ,trastuzumab,11
Pancreatic Carcinoma In Situ,cabozantinib,0
Pancreatic Carcinoma In Situ,deruxtecan trastuzumab,1
Pancreatic Carcinoma In Situ,ramucirumab,0
Pancreatic Carcinoma In Situ,atezolizumab,0
Pancreatic Carcinoma In Situ,bevacizumab,0
Pancreatic Carcinoma In Situ,olaparib,1
Pancreatic Carcinoma In Situ,trametinib,0
Pancreatic Carcinoma In Situ,ribociclib,0
Pancreatic Carcinoma In Situ,durvalumab,1
Pancreatic Carcinoma In Situ,lenvatinib,1
Pancreatic Carcinoma In Situ,palbociclib,1
Pancreatic Carcinoma In Situ,trifluridine tipiracil,1
Pancreatic Carcinoma In Situ,ipilimumab,0
Pancreatic Carcinoma In Situ,pazopanib,0
Pancreatic Carcinoma In Situ,crizotinib,0
Pancreatic Carcinoma In Situ,trabectedin,0
Pancreatic Carcinoma In Situ,avelumab,0
Pancreatic Carcinoma In Situ,lorlatinib,0
Pancreatic Carcinoma In Situ,enzalutamide,0
Pancreatic Carcinoma In Situ,afatinib,2
Pancreatic Carcinoma In Situ,capecitabine,2
Pancreatic Carcinoma In Situ,cetuximab,7
Pancreatic Carcinoma In Situ,paclitaxel albumin,2
Pancreatic Carcinoma In Situ,aflibercept,0
Pancreatic Carcinoma In Situ,sacituzumab govitecan,0
Pancreatic Carcinoma In Situ,eribulin,0
Pancreatic Carcinoma In Situ,paclitaxel,14
Pancreatic Carcinoma In Situ,sodium chloride,1
Pancreatic Carcinoma In Situ,encorafenib,0
Pancreatic Carcinoma In Situ,everolimus,1
Pancreatic Carcinoma In Situ,vinorelbine,0
Pancreatic Carcinoma In Situ,pemetrexed,1
Pancreatic Carcinoma In Situ,binimetinib,1
Pancreatic Carcinoma In Situ,carboplatin,1
Pancreatic Carcinoma In Situ,abiraterone,0
Pancreatic Carcinoma In Situ,denosumab,0
Pancreatic Carcinoma In Situ,everolimus,1
Pancreatic Carcinoma In Situ,filgrastim,0
Pancreatic Carcinoma In Situ,fluorouracil,21
Pancreatic Carcinoma In Situ,doxorubicin,10
Pancreatic Carcinoma In Situ,gemcitabine,93
Pancreatic Carcinoma In Situ,regorafenib,2
Pancreatic Carcinoma In Situ,selpercatinib,0
Pancreatic Carcinoma In Situ,remdesivir,0
Pancreatic Carcinoma In Situ,enoxaparin,0
Pancreatic Carcinoma In Situ,irinotecan,8
Pancreatic Carcinoma In Situ,nintedanib,0
Pancreatic Carcinoma In Situ,plerixafor,0
Pancreatic Carcinoma In Situ,alpelisib,0
Pancreatic Carcinoma In Situ,rucaparib,0
Pancreatic Carcinoma In Situ,temozolomide,2
Pancreatic Carcinoma In Situ,oxaliplatin,6
Pancreatic Carcinoma In Situ,sotorasib,0
Small Intestine Carcinoma Invasive,pembrolizumab,1
Small Intestine Carcinoma Invasive,osimertinib,0
Small Intestine Carcinoma Invasive,nivolumab,2
Small Intestine Carcinoma Invasive,abemaciclib,0
Small Intestine Carcinoma Invasive,emtansine trastuzumab,0
Small Intestine Carcinoma Invasive,pertuzumab,0
Small Intestine Carcinoma Invasive,panitumumab,0
Small Intestine Carcinoma Invasive,alectinib,1
Small Intestine Carcinoma Invasive,dabrafenib,0
Small Intestine Carcinoma Invasive,niraparib,0
Small Intestine Carcinoma Invasive,trastuzumab,1
Small Intestine Carcinoma Invasive,cabozantinib,1
Small Intestine Carcinoma Invasive,deruxtecan trastuzumab,1
Small Intestine Carcinoma Invasive,ramucirumab,0
Small Intestine Carcinoma Invasive,atezolizumab,1
Small Intestine Carcinoma Invasive,bevacizumab,5
Small Intestine Carcinoma Invasive,olaparib,0
Small Intestine Carcinoma Invasive,trametinib,0
Small Intestine Carcinoma Invasive,ribociclib,0
Small Intestine Carcinoma Invasive,durvalumab,0
Small Intestine Carcinoma Invasive,lenvatinib,1
Small Intestine Carcinoma Invasive,palbociclib,0
Small Intestine Carcinoma Invasive,trifluridine tipiracil,0
Small Intestine Carcinoma Invasive,ipilimumab,1
Small Intestine Carcinoma Invasive,pazopanib,0
Small Intestine Carcinoma Invasive,crizotinib,0
Small Intestine Carcinoma Invasive,trabectedin,0
Small Intestine Carcinoma Invasive,avelumab,0
Small Intestine Carcinoma Invasive,lorlatinib,0
Small Intestine Carcinoma Invasive,enzalutamide,0
Small Intestine Carcinoma Invasive,afatinib,0
Small Intestine Carcinoma Invasive,capecitabine,6
Small Intestine Carcinoma Invasive,cetuximab,0
Small Intestine Carcinoma Invasive,paclitaxel albumin,0
Small Intestine Carcinoma Invasive,aflibercept,0
Small Intestine Carcinoma Invasive,sacituzumab govitecan,0
Small Intestine Carcinoma Invasive,eribulin,0
Small Intestine Carcinoma Invasive,paclitaxel,7
Small Intestine Carcinoma Invasive,sodium chloride,1
Small Intestine Carcinoma Invasive,encorafenib,0
Small Intestine Carcinoma Invasive,everolimus,1
Small Intestine Carcinoma Invasive,vinorelbine,0
Small Intestine Carcinoma Invasive,pemetrexed,0
Small Intestine Carcinoma Invasive,binimetinib,0
Small Intestine Carcinoma Invasive,carboplatin,1
Small Intestine Carcinoma Invasive,abiraterone,0
Small Intestine Carcinoma Invasive,denosumab,0
Small Intestine Carcinoma Invasive,everolimus,1
Small Intestine Carcinoma Invasive,filgrastim,0
Small Intestine Carcinoma Invasive,fluorouracil,22
Small Intestine Carcinoma Invasive,doxorubicin,2
Small Intestine Carcinoma Invasive,gemcitabine,13
Small Intestine Carcinoma Invasive,regorafenib,3
Small Intestine Carcinoma Invasive,selpercatinib,1
Small Intestine Carcinoma Invasive,remdesivir,0
Small Intestine Carcinoma Invasive,enoxaparin,1
Small Intestine Carcinoma Invasive,irinotecan,2
Small Intestine Carcinoma Invasive,nintedanib,1
Small Intestine Carcinoma Invasive,plerixafor,0
Small Intestine Carcinoma Invasive,alpelisib,0
Small Intestine Carcinoma Invasive,rucaparib,0
Small Intestine Carcinoma Invasive,temozolomide,0
Small Intestine Carcinoma Invasive,oxaliplatin,9
Small Intestine Carcinoma Invasive,sotorasib,0
Colorectal Carcinoma Invasive,pembrolizumab,17
Colorectal Carcinoma Invasive,osimertinib,0
Colorectal Carcinoma Invasive,nivolumab,5
Colorectal Carcinoma Invasive,abemaciclib,1
Colorectal Carcinoma Invasive,emtansine trastuzumab,2
Colorectal Carcinoma Invasive,pertuzumab,1
Colorectal Carcinoma Invasive,panitumumab,72
Colorectal Carcinoma Invasive,alectinib,1
Colorectal Carcinoma Invasive,dabrafenib,4
Colorectal Carcinoma Invasive,niraparib,0
Colorectal Carcinoma Invasive,trastuzumab,17
Colorectal Carcinoma Invasive,cabozantinib,2
Colorectal Carcinoma Invasive,deruxtecan trastuzumab,0
Colorectal Carcinoma Invasive,ramucirumab,4
Colorectal Carcinoma Invasive,atezolizumab,5
Colorectal Carcinoma Invasive,bevacizumab,176
Colorectal Carcinoma Invasive,olaparib,1
Colorectal Carcinoma Invasive,trametinib,11
Colorectal Carcinoma Invasive,ribociclib,0
Colorectal Carcinoma Invasive,durvalumab,2
Colorectal Carcinoma Invasive,lenvatinib,1
Colorectal Carcinoma Invasive,palbociclib,7
Colorectal Carcinoma Invasive,trifluridine tipiracil,2
Colorectal Carcinoma Invasive,ipilimumab,3
Colorectal Carcinoma Invasive,pazopanib,1
Colorectal Carcinoma Invasive,crizotinib,3
Colorectal Carcinoma Invasive,trabectedin,0
Colorectal Carcinoma Invasive,avelumab,2
Colorectal Carcinoma Invasive,lorlatinib,0
Colorectal Carcinoma Invasive,enzalutamide,2
Colorectal Carcinoma Invasive,afatinib,3
Colorectal Carcinoma Invasive,capecitabine,143
Colorectal Carcinoma Invasive,cetuximab,142
Colorectal Carcinoma Invasive,paclitaxel albumin,2
Colorectal Carcinoma Invasive,aflibercept,5
Colorectal Carcinoma Invasive,sacituzumab govitecan,1
Colorectal Carcinoma Invasive,eribulin,0
Colorectal Carcinoma Invasive,paclitaxel,56
Colorectal Carcinoma Invasive,sodium chloride,10
Colorectal Carcinoma Invasive,encorafenib,2
Colorectal Carcinoma Invasive,everolimus,5
Colorectal Carcinoma Invasive,vinorelbine,2
Colorectal Carcinoma Invasive,pemetrexed,0
Colorectal Carcinoma Invasive,binimetinib,3
Colorectal Carcinoma Invasive,carboplatin,16
Colorectal Carcinoma Invasive,abiraterone,1
Colorectal Carcinoma Invasive,denosumab,0
Colorectal Carcinoma Invasive,everolimus,5
Colorectal Carcinoma Invasive,filgrastim,0
Colorectal Carcinoma Invasive,fluorouracil,892
Colorectal Carcinoma Invasive,doxorubicin,77
Colorectal Carcinoma Invasive,gemcitabine,22
Colorectal Carcinoma Invasive,regorafenib,24
Colorectal Carcinoma Invasive,selpercatinib,1
Colorectal Carcinoma Invasive,remdesivir,0
Colorectal Carcinoma Invasive,enoxaparin,3
Colorectal Carcinoma Invasive,irinotecan,162
Colorectal Carcinoma Invasive,nintedanib,2
Colorectal Carcinoma Invasive,plerixafor,3
Colorectal Carcinoma Invasive,alpelisib,2
Colorectal Carcinoma Invasive,rucaparib,0
Colorectal Carcinoma Invasive,temozolomide,4
Colorectal Carcinoma Invasive,oxaliplatin,380
Colorectal Carcinoma Invasive,sotorasib,2
